"c_digo","nombre_variable","unidad","fuente","descripci_n","a_o_fecha","a_o_texto","pa_s_nombre","pa_s_c_digo","valor"
"AC-INES","Acceso de Internet en las escuelas","Encuesta","WEF","Se refiere a una encuesta: ¿Cómo considera el acceso que tienen las escuelas a Internet? [1= muy limitado; 7=extenso ]","2014-01-01T00:00:00.000","2014","Guyana","GUY","4.12"
"AC-INES","Acceso de Internet en las escuelas","Encuesta","WEF","Se refiere a una encuesta: ¿Cómo considera el acceso que tienen las escuelas a Internet? [1= muy limitado; 7=extenso ]","2013-01-01T00:00:00.000","2013","Guyana","GUY","3.61"
"AC-INES","Acceso de Internet en las escuelas","Encuesta","WEF","Se refiere a una encuesta: ¿Cómo considera el acceso que tienen las escuelas a Internet? [1= muy limitado; 7=extenso ]","2012-01-01T00:00:00.000","2012","Guyana","GUY","3.61"
"IDBA","IDBA","Valor 1-8","BID","Valor Final del Índice IDBA","2012-01-01T00:00:00.000","2012","Brasil","BRA","5.3"
"AC-INES","Acceso de Internet en las escuelas","Encuesta","WEF","Se refiere a una encuesta: ¿Cómo considera el acceso que tienen las escuelas a Internet? [1= muy limitado; 7=extenso ]","2014-01-01T00:00:00.000","2014","Haití","HTI","2.2999999999999998"
"AC-INES","Acceso de Internet en las escuelas","Encuesta","WEF","Se refiere a una encuesta: ¿Cómo considera el acceso que tienen las escuelas a Internet? [1= muy limitado; 7=extenso ]","2013-01-01T00:00:00.000","2013","Haití","HTI","1.87"
"AC-INES","Acceso de Internet en las escuelas","Encuesta","WEF","Se refiere a una encuesta: ¿Cómo considera el acceso que tienen las escuelas a Internet? [1= muy limitado; 7=extenso ]","2012-01-01T00:00:00.000","2012","Haití","HTI","1.87"
"AC-INES","Acceso de Internet en las escuelas","Encuesta","WEF","Se refiere a una encuesta: ¿Cómo considera el acceso que tienen las escuelas a Internet? [1= muy limitado; 7=extenso ]","2014-01-01T00:00:00.000","2014","Honduras","HND","3.11"
"AC-INES","Acceso de Internet en las escuelas","Encuesta","WEF","Se refiere a una encuesta: ¿Cómo considera el acceso que tienen las escuelas a Internet? [1= muy limitado; 7=extenso ]","2013-01-01T00:00:00.000","2013","Honduras","HND","3.05"
"AC-INES","Acceso de Internet en las escuelas","Encuesta","WEF","Se refiere a una encuesta: ¿Cómo considera el acceso que tienen las escuelas a Internet? [1= muy limitado; 7=extenso ]","2012-01-01T00:00:00.000","2012","Honduras","HND","3.05"
"AC-INES","Acceso de Internet en las escuelas","Encuesta","WEF","Se refiere a una encuesta: ¿Cómo considera el acceso que tienen las escuelas a Internet? [1= muy limitado; 7=extenso ]","2014-01-01T00:00:00.000","2014","Hungría","HUN","5.45"
"AC-INES","Acceso de Internet en las escuelas","Encuesta","WEF","Se refiere a una encuesta: ¿Cómo considera el acceso que tienen las escuelas a Internet? [1= muy limitado; 7=extenso ]","2013-01-01T00:00:00.000","2013","Hungría","HUN","5.42"
"AC-INES","Acceso de Internet en las escuelas","Encuesta","WEF","Se refiere a una encuesta: ¿Cómo considera el acceso que tienen las escuelas a Internet? [1= muy limitado; 7=extenso ]","2012-01-01T00:00:00.000","2012","Hungría","HUN","5.42"
"AC-INES","Acceso de Internet en las escuelas","Encuesta","WEF","Se refiere a una encuesta: ¿Cómo considera el acceso que tienen las escuelas a Internet? [1= muy limitado; 7=extenso ]","2014-01-01T00:00:00.000","2014","India","IND","4.09"
"AC-INES","Acceso de Internet en las escuelas","Encuesta","WEF","Se refiere a una encuesta: ¿Cómo considera el acceso que tienen las escuelas a Internet? [1= muy limitado; 7=extenso ]","2013-01-01T00:00:00.000","2013","India","IND","4.05"
"AC-INES","Acceso de Internet en las escuelas","Encuesta","WEF","Se refiere a una encuesta: ¿Cómo considera el acceso que tienen las escuelas a Internet? [1= muy limitado; 7=extenso ]","2012-01-01T00:00:00.000","2012","India","IND","4.05"
"AC-INES","Acceso de Internet en las escuelas","Encuesta","WEF","Se refiere a una encuesta: ¿Cómo considera el acceso que tienen las escuelas a Internet? [1= muy limitado; 7=extenso ]","2014-01-01T00:00:00.000","2014","Indonesia","IDN","4.7699999999999996"
"AC-INES","Acceso de Internet en las escuelas","Encuesta","WEF","Se refiere a una encuesta: ¿Cómo considera el acceso que tienen las escuelas a Internet? [1= muy limitado; 7=extenso ]","2013-01-01T00:00:00.000","2013","Indonesia","IDN","4.47"
"AC-INES","Acceso de Internet en las escuelas","Encuesta","WEF","Se refiere a una encuesta: ¿Cómo considera el acceso que tienen las escuelas a Internet? [1= muy limitado; 7=extenso ]","2012-01-01T00:00:00.000","2012","Indonesia","IDN","4.47"
"AC-INES","Acceso de Internet en las escuelas","Encuesta","WEF","Se refiere a una encuesta: ¿Cómo considera el acceso que tienen las escuelas a Internet? [1= muy limitado; 7=extenso ]","2014-01-01T00:00:00.000","2014","Irlanda","IRL","4.99"
"AC-INES","Acceso de Internet en las escuelas","Encuesta","WEF","Se refiere a una encuesta: ¿Cómo considera el acceso que tienen las escuelas a Internet? [1= muy limitado; 7=extenso ]","2013-01-01T00:00:00.000","2013","Irlanda","IRL","4.62"
"AC-INES","Acceso de Internet en las escuelas","Encuesta","WEF","Se refiere a una encuesta: ¿Cómo considera el acceso que tienen las escuelas a Internet? [1= muy limitado; 7=extenso ]","2012-01-01T00:00:00.000","2012","Irlanda","IRL","4.62"
"AC-INES","Acceso de Internet en las escuelas","Encuesta","WEF","Se refiere a una encuesta: ¿Cómo considera el acceso que tienen las escuelas a Internet? [1= muy limitado; 7=extenso ]","2014-01-01T00:00:00.000","2014","Islandia","ISL","6.64"
"AC-INES","Acceso de Internet en las escuelas","Encuesta","WEF","Se refiere a una encuesta: ¿Cómo considera el acceso que tienen las escuelas a Internet? [1= muy limitado; 7=extenso ]","2013-01-01T00:00:00.000","2013","Islandia","ISL","6.51"
"AC-INES","Acceso de Internet en las escuelas","Encuesta","WEF","Se refiere a una encuesta: ¿Cómo considera el acceso que tienen las escuelas a Internet? [1= muy limitado; 7=extenso ]","2012-01-01T00:00:00.000","2012","Islandia","ISL","6.51"
"AC-INES","Acceso de Internet en las escuelas","Encuesta","WEF","Se refiere a una encuesta: ¿Cómo considera el acceso que tienen las escuelas a Internet? [1= muy limitado; 7=extenso ]","2014-01-01T00:00:00.000","2014","Israel","ISR","5.08"
"AC-INES","Acceso de Internet en las escuelas","Encuesta","WEF","Se refiere a una encuesta: ¿Cómo considera el acceso que tienen las escuelas a Internet? [1= muy limitado; 7=extenso ]","2013-01-01T00:00:00.000","2013","Israel","ISR","5.0599999999999996"
"IDBA","IDBA","Valor 1-8","BID","Valor Final del Índice IDBA","2014-01-01T00:00:00.000","2014","Canadá","CAN","6.6"
"AC-INES","Acceso de Internet en las escuelas","Encuesta","WEF","Se refiere a una encuesta: ¿Cómo considera el acceso que tienen las escuelas a Internet? [1= muy limitado; 7=extenso ]","2012-01-01T00:00:00.000","2012","Israel","ISR","5.0599999999999996"
"AC-INES","Acceso de Internet en las escuelas","Encuesta","WEF","Se refiere a una encuesta: ¿Cómo considera el acceso que tienen las escuelas a Internet? [1= muy limitado; 7=extenso ]","2014-01-01T00:00:00.000","2014","Italia","ITA","3.67"
"AC-INES","Acceso de Internet en las escuelas","Encuesta","WEF","Se refiere a una encuesta: ¿Cómo considera el acceso que tienen las escuelas a Internet? [1= muy limitado; 7=extenso ]","2013-01-01T00:00:00.000","2013","Italia","ITA","3.77"
"AC-INES","Acceso de Internet en las escuelas","Encuesta","WEF","Se refiere a una encuesta: ¿Cómo considera el acceso que tienen las escuelas a Internet? [1= muy limitado; 7=extenso ]","2012-01-01T00:00:00.000","2012","Italia","ITA","3.77"
"AC-INES","Acceso de Internet en las escuelas","Encuesta","WEF","Se refiere a una encuesta: ¿Cómo considera el acceso que tienen las escuelas a Internet? [1= muy limitado; 7=extenso ]","2014-01-01T00:00:00.000","2014","Jamaica","JAM","4.1399999999999997"
"AC-INES","Acceso de Internet en las escuelas","Encuesta","WEF","Se refiere a una encuesta: ¿Cómo considera el acceso que tienen las escuelas a Internet? [1= muy limitado; 7=extenso ]","2013-01-01T00:00:00.000","2013","Jamaica","JAM","4.05"
"AC-INES","Acceso de Internet en las escuelas","Encuesta","WEF","Se refiere a una encuesta: ¿Cómo considera el acceso que tienen las escuelas a Internet? [1= muy limitado; 7=extenso ]","2012-01-01T00:00:00.000","2012","Jamaica","JAM","4.05"
"AC-INES","Acceso de Internet en las escuelas","Encuesta","WEF","Se refiere a una encuesta: ¿Cómo considera el acceso que tienen las escuelas a Internet? [1= muy limitado; 7=extenso ]","2014-01-01T00:00:00.000","2014","Japón","JPN","5.16"
"AC-INES","Acceso de Internet en las escuelas","Encuesta","WEF","Se refiere a una encuesta: ¿Cómo considera el acceso que tienen las escuelas a Internet? [1= muy limitado; 7=extenso ]","2013-01-01T00:00:00.000","2013","Japón","JPN","4.8899999999999997"
"AC-INES","Acceso de Internet en las escuelas","Encuesta","WEF","Se refiere a una encuesta: ¿Cómo considera el acceso que tienen las escuelas a Internet? [1= muy limitado; 7=extenso ]","2012-01-01T00:00:00.000","2012","Japón","JPN","4.8899999999999997"
"AC-INES","Acceso de Internet en las escuelas","Encuesta","WEF","Se refiere a una encuesta: ¿Cómo considera el acceso que tienen las escuelas a Internet? [1= muy limitado; 7=extenso ]","2014-01-01T00:00:00.000","2014","Letonia","LVA","5.68"
"AC-INES","Acceso de Internet en las escuelas","Encuesta","WEF","Se refiere a una encuesta: ¿Cómo considera el acceso que tienen las escuelas a Internet? [1= muy limitado; 7=extenso ]","2013-01-01T00:00:00.000","2013","Letonia","LVA","0"
"AC-INES","Acceso de Internet en las escuelas","Encuesta","WEF","Se refiere a una encuesta: ¿Cómo considera el acceso que tienen las escuelas a Internet? [1= muy limitado; 7=extenso ]","2012-01-01T00:00:00.000","2012","Letonia","LVA","0"
"AC-INES","Acceso de Internet en las escuelas","Encuesta","WEF","Se refiere a una encuesta: ¿Cómo considera el acceso que tienen las escuelas a Internet? [1= muy limitado; 7=extenso ]","2014-01-01T00:00:00.000","2014","Lituania","LTU","5.82"
"AC-INES","Acceso de Internet en las escuelas","Encuesta","WEF","Se refiere a una encuesta: ¿Cómo considera el acceso que tienen las escuelas a Internet? [1= muy limitado; 7=extenso ]","2013-01-01T00:00:00.000","2013","Lituania","LTU","0"
"AC-INES","Acceso de Internet en las escuelas","Encuesta","WEF","Se refiere a una encuesta: ¿Cómo considera el acceso que tienen las escuelas a Internet? [1= muy limitado; 7=extenso ]","2012-01-01T00:00:00.000","2012","Lituania","LTU","0"
"AC-INES","Acceso de Internet en las escuelas","Encuesta","WEF","Se refiere a una encuesta: ¿Cómo considera el acceso que tienen las escuelas a Internet? [1= muy limitado; 7=extenso ]","2014-01-01T00:00:00.000","2014","Luxemburgo","LUX","6.16"
"AC-INES","Acceso de Internet en las escuelas","Encuesta","WEF","Se refiere a una encuesta: ¿Cómo considera el acceso que tienen las escuelas a Internet? [1= muy limitado; 7=extenso ]","2013-01-01T00:00:00.000","2013","Luxemburgo","LUX","6.02"
"AC-INES","Acceso de Internet en las escuelas","Encuesta","WEF","Se refiere a una encuesta: ¿Cómo considera el acceso que tienen las escuelas a Internet? [1= muy limitado; 7=extenso ]","2012-01-01T00:00:00.000","2012","Luxemburgo","LUX","6.02"
"AC-INES","Acceso de Internet en las escuelas","Encuesta","WEF","Se refiere a una encuesta: ¿Cómo considera el acceso que tienen las escuelas a Internet? [1= muy limitado; 7=extenso ]","2014-01-01T00:00:00.000","2014","México","MEX","3.76"
"AC-INES","Acceso de Internet en las escuelas","Encuesta","WEF","Se refiere a una encuesta: ¿Cómo considera el acceso que tienen las escuelas a Internet? [1= muy limitado; 7=extenso ]","2013-01-01T00:00:00.000","2013","México","MEX","3.84"
"AC-INES","Acceso de Internet en las escuelas","Encuesta","WEF","Se refiere a una encuesta: ¿Cómo considera el acceso que tienen las escuelas a Internet? [1= muy limitado; 7=extenso ]","2012-01-01T00:00:00.000","2012","México","MEX","3.84"
"AC-INES","Acceso de Internet en las escuelas","Encuesta","WEF","Se refiere a una encuesta: ¿Cómo considera el acceso que tienen las escuelas a Internet? [1= muy limitado; 7=extenso ]","2014-01-01T00:00:00.000","2014","Nicaragua","NIC","3.46"
"IDBA","IDBA","Valor 1-8","BID","Valor Final del Índice IDBA","2013-01-01T00:00:00.000","2013","Canadá","CAN","6.41"
"AC-INES","Acceso de Internet en las escuelas","Encuesta","WEF","Se refiere a una encuesta: ¿Cómo considera el acceso que tienen las escuelas a Internet? [1= muy limitado; 7=extenso ]","2013-01-01T00:00:00.000","2013","Nicaragua","NIC","3.12"
"AC-INES","Acceso de Internet en las escuelas","Encuesta","WEF","Se refiere a una encuesta: ¿Cómo considera el acceso que tienen las escuelas a Internet? [1= muy limitado; 7=extenso ]","2012-01-01T00:00:00.000","2012","Nicaragua","NIC","3.12"
"AC-INES","Acceso de Internet en las escuelas","Encuesta","WEF","Se refiere a una encuesta: ¿Cómo considera el acceso que tienen las escuelas a Internet? [1= muy limitado; 7=extenso ]","2014-01-01T00:00:00.000","2014","Noruega","NOR","6.26"
"AC-INES","Acceso de Internet en las escuelas","Encuesta","WEF","Se refiere a una encuesta: ¿Cómo considera el acceso que tienen las escuelas a Internet? [1= muy limitado; 7=extenso ]","2013-01-01T00:00:00.000","2013","Noruega","NOR","5.95"
"AC-INES","Acceso de Internet en las escuelas","Encuesta","WEF","Se refiere a una encuesta: ¿Cómo considera el acceso que tienen las escuelas a Internet? [1= muy limitado; 7=extenso ]","2012-01-01T00:00:00.000","2012","Noruega","NOR","5.95"
"AC-INES","Acceso de Internet en las escuelas","Encuesta","WEF","Se refiere a una encuesta: ¿Cómo considera el acceso que tienen las escuelas a Internet? [1= muy limitado; 7=extenso ]","2014-01-01T00:00:00.000","2014","Nueva Zelanda","NZL","5.67"
"AC-INES","Acceso de Internet en las escuelas","Encuesta","WEF","Se refiere a una encuesta: ¿Cómo considera el acceso que tienen las escuelas a Internet? [1= muy limitado; 7=extenso ]","2013-01-01T00:00:00.000","2013","Nueva Zelanda","NZL","5.66"
"AC-INES","Acceso de Internet en las escuelas","Encuesta","WEF","Se refiere a una encuesta: ¿Cómo considera el acceso que tienen las escuelas a Internet? [1= muy limitado; 7=extenso ]","2012-01-01T00:00:00.000","2012","Nueva Zelanda","NZL","5.66"
"AC-INES","Acceso de Internet en las escuelas","Encuesta","WEF","Se refiere a una encuesta: ¿Cómo considera el acceso que tienen las escuelas a Internet? [1= muy limitado; 7=extenso ]","2014-01-01T00:00:00.000","2014","Países Bajos","NLD","6.25"
"AC-INES","Acceso de Internet en las escuelas","Encuesta","WEF","Se refiere a una encuesta: ¿Cómo considera el acceso que tienen las escuelas a Internet? [1= muy limitado; 7=extenso ]","2013-01-01T00:00:00.000","2013","Países Bajos","NLD","6.27"
"AC-INES","Acceso de Internet en las escuelas","Encuesta","WEF","Se refiere a una encuesta: ¿Cómo considera el acceso que tienen las escuelas a Internet? [1= muy limitado; 7=extenso ]","2012-01-01T00:00:00.000","2012","Países Bajos","NLD","6.27"
"AC-INES","Acceso de Internet en las escuelas","Encuesta","WEF","Se refiere a una encuesta: ¿Cómo considera el acceso que tienen las escuelas a Internet? [1= muy limitado; 7=extenso ]","2014-01-01T00:00:00.000","2014","Panamá","PAN","5.37"
"AC-INES","Acceso de Internet en las escuelas","Encuesta","WEF","Se refiere a una encuesta: ¿Cómo considera el acceso que tienen las escuelas a Internet? [1= muy limitado; 7=extenso ]","2013-01-01T00:00:00.000","2013","Panamá","PAN","5.15"
"AC-INES","Acceso de Internet en las escuelas","Encuesta","WEF","Se refiere a una encuesta: ¿Cómo considera el acceso que tienen las escuelas a Internet? [1= muy limitado; 7=extenso ]","2012-01-01T00:00:00.000","2012","Panamá","PAN","5.15"
"AC-INES","Acceso de Internet en las escuelas","Encuesta","WEF","Se refiere a una encuesta: ¿Cómo considera el acceso que tienen las escuelas a Internet? [1= muy limitado; 7=extenso ]","2014-01-01T00:00:00.000","2014","Paraguay","PRY","2.59"
"AC-INES","Acceso de Internet en las escuelas","Encuesta","WEF","Se refiere a una encuesta: ¿Cómo considera el acceso que tienen las escuelas a Internet? [1= muy limitado; 7=extenso ]","2013-01-01T00:00:00.000","2013","Paraguay","PRY","2.36"
"IDBA","IDBA","Valor 1-8","BID","Valor Final del Índice IDBA","2013-01-01T00:00:00.000","2013","Ecuador","ECU","4.34"
"AC-INES","Acceso de Internet en las escuelas","Encuesta","WEF","Se refiere a una encuesta: ¿Cómo considera el acceso que tienen las escuelas a Internet? [1= muy limitado; 7=extenso ]","2012-01-01T00:00:00.000","2012","Paraguay","PRY","2.36"
"AC-INES","Acceso de Internet en las escuelas","Encuesta","WEF","Se refiere a una encuesta: ¿Cómo considera el acceso que tienen las escuelas a Internet? [1= muy limitado; 7=extenso ]","2014-01-01T00:00:00.000","2014","Perú","PER","3.71"
"AC-INES","Acceso de Internet en las escuelas","Encuesta","WEF","Se refiere a una encuesta: ¿Cómo considera el acceso que tienen las escuelas a Internet? [1= muy limitado; 7=extenso ]","2013-01-01T00:00:00.000","2013","Perú","PER","3.67"
"AC-INES","Acceso de Internet en las escuelas","Encuesta","WEF","Se refiere a una encuesta: ¿Cómo considera el acceso que tienen las escuelas a Internet? [1= muy limitado; 7=extenso ]","2012-01-01T00:00:00.000","2012","Perú","PER","3.67"
"AC-INES","Acceso de Internet en las escuelas","Encuesta","WEF","Se refiere a una encuesta: ¿Cómo considera el acceso que tienen las escuelas a Internet? [1= muy limitado; 7=extenso ]","2014-01-01T00:00:00.000","2014","Polonia","POL","4.6100000000000003"
"AC-INES","Acceso de Internet en las escuelas","Encuesta","WEF","Se refiere a una encuesta: ¿Cómo considera el acceso que tienen las escuelas a Internet? [1= muy limitado; 7=extenso ]","2013-01-01T00:00:00.000","2013","Polonia","POL","4.53"
"AC-INES","Acceso de Internet en las escuelas","Encuesta","WEF","Se refiere a una encuesta: ¿Cómo considera el acceso que tienen las escuelas a Internet? [1= muy limitado; 7=extenso ]","2012-01-01T00:00:00.000","2012","Polonia","POL","4.53"
"IDBA","IDBA","Valor 1-8","BID","Valor Final del Índice IDBA","2012-01-01T00:00:00.000","2012","Canadá","CAN","6.42"
"AC-INES","Acceso de Internet en las escuelas","Encuesta","WEF","Se refiere a una encuesta: ¿Cómo considera el acceso que tienen las escuelas a Internet? [1= muy limitado; 7=extenso ]","2014-01-01T00:00:00.000","2014","Portugal","PRT","5.67"
"AC-INES","Acceso de Internet en las escuelas","Encuesta","WEF","Se refiere a una encuesta: ¿Cómo considera el acceso que tienen las escuelas a Internet? [1= muy limitado; 7=extenso ]","2013-01-01T00:00:00.000","2013","Portugal","PRT","5.69"
"AC-INES","Acceso de Internet en las escuelas","Encuesta","WEF","Se refiere a una encuesta: ¿Cómo considera el acceso que tienen las escuelas a Internet? [1= muy limitado; 7=extenso ]","2012-01-01T00:00:00.000","2012","Portugal","PRT","5.69"
"AC-INES","Acceso de Internet en las escuelas","Encuesta","WEF","Se refiere a una encuesta: ¿Cómo considera el acceso que tienen las escuelas a Internet? [1= muy limitado; 7=extenso ]","2014-01-01T00:00:00.000","2014","República Argentina","ARG","4.04"
"AC-INES","Acceso de Internet en las escuelas","Encuesta","WEF","Se refiere a una encuesta: ¿Cómo considera el acceso que tienen las escuelas a Internet? [1= muy limitado; 7=extenso ]","2013-01-01T00:00:00.000","2013","República Argentina","ARG","3.71"
"AC-INES","Acceso de Internet en las escuelas","Encuesta","WEF","Se refiere a una encuesta: ¿Cómo considera el acceso que tienen las escuelas a Internet? [1= muy limitado; 7=extenso ]","2012-01-01T00:00:00.000","2012","República Argentina","ARG","3.71"
"AC-INES","Acceso de Internet en las escuelas","Encuesta","WEF","Se refiere a una encuesta: ¿Cómo considera el acceso que tienen las escuelas a Internet? [1= muy limitado; 7=extenso ]","2014-01-01T00:00:00.000","2014","República Checa","CZE","5.79"
"AC-INES","Acceso de Internet en las escuelas","Encuesta","WEF","Se refiere a una encuesta: ¿Cómo considera el acceso que tienen las escuelas a Internet? [1= muy limitado; 7=extenso ]","2013-01-01T00:00:00.000","2013","República Checa","CZE","5.83"
"AC-INES","Acceso de Internet en las escuelas","Encuesta","WEF","Se refiere a una encuesta: ¿Cómo considera el acceso que tienen las escuelas a Internet? [1= muy limitado; 7=extenso ]","2012-01-01T00:00:00.000","2012","República Checa","CZE","5.83"
"AC-INES","Acceso de Internet en las escuelas","Encuesta","WEF","Se refiere a una encuesta: ¿Cómo considera el acceso que tienen las escuelas a Internet? [1= muy limitado; 7=extenso ]","2014-01-01T00:00:00.000","2014","República Dominicana","DOM","3.57"
"AC-INES","Acceso de Internet en las escuelas","Encuesta","WEF","Se refiere a una encuesta: ¿Cómo considera el acceso que tienen las escuelas a Internet? [1= muy limitado; 7=extenso ]","2013-01-01T00:00:00.000","2013","República Dominicana","DOM","3.39"
"AC-INES","Acceso de Internet en las escuelas","Encuesta","WEF","Se refiere a una encuesta: ¿Cómo considera el acceso que tienen las escuelas a Internet? [1= muy limitado; 7=extenso ]","2012-01-01T00:00:00.000","2012","República Dominicana","DOM","3.39"
"AC-INES","Acceso de Internet en las escuelas","Encuesta","WEF","Se refiere a una encuesta: ¿Cómo considera el acceso que tienen las escuelas a Internet? [1= muy limitado; 7=extenso ]","2014-01-01T00:00:00.000","2014","República Eslovaca","SVK","5.49"
"AC-INES","Acceso de Internet en las escuelas","Encuesta","WEF","Se refiere a una encuesta: ¿Cómo considera el acceso que tienen las escuelas a Internet? [1= muy limitado; 7=extenso ]","2013-01-01T00:00:00.000","2013","República Eslovaca","SVK","5.49"
"AC-INES","Acceso de Internet en las escuelas","Encuesta","WEF","Se refiere a una encuesta: ¿Cómo considera el acceso que tienen las escuelas a Internet? [1= muy limitado; 7=extenso ]","2012-01-01T00:00:00.000","2012","República Eslovaca","SVK","5.49"
"AC-INES","Acceso de Internet en las escuelas","Encuesta","WEF","Se refiere a una encuesta: ¿Cómo considera el acceso que tienen las escuelas a Internet? [1= muy limitado; 7=extenso ]","2014-01-01T00:00:00.000","2014","Rusia","RUS","4.6500000000000004"
"AC-INES","Acceso de Internet en las escuelas","Encuesta","WEF","Se refiere a una encuesta: ¿Cómo considera el acceso que tienen las escuelas a Internet? [1= muy limitado; 7=extenso ]","2013-01-01T00:00:00.000","2013","Rusia","RUS","4.22"
"AC-INES","Acceso de Internet en las escuelas","Encuesta","WEF","Se refiere a una encuesta: ¿Cómo considera el acceso que tienen las escuelas a Internet? [1= muy limitado; 7=extenso ]","2012-01-01T00:00:00.000","2012","Rusia","RUS","4.22"
"AC-INES","Acceso de Internet en las escuelas","Encuesta","WEF","Se refiere a una encuesta: ¿Cómo considera el acceso que tienen las escuelas a Internet? [1= muy limitado; 7=extenso ]","2014-01-01T00:00:00.000","2014","Sudáfrica","ZAF","3.1"
"AC-INES","Acceso de Internet en las escuelas","Encuesta","WEF","Se refiere a una encuesta: ¿Cómo considera el acceso que tienen las escuelas a Internet? [1= muy limitado; 7=extenso ]","2013-01-01T00:00:00.000","2013","Sudáfrica","ZAF","3.12"
"AC-INES","Acceso de Internet en las escuelas","Encuesta","WEF","Se refiere a una encuesta: ¿Cómo considera el acceso que tienen las escuelas a Internet? [1= muy limitado; 7=extenso ]","2012-01-01T00:00:00.000","2012","Sudáfrica","ZAF","3.12"
"AC-INES","Acceso de Internet en las escuelas","Encuesta","WEF","Se refiere a una encuesta: ¿Cómo considera el acceso que tienen las escuelas a Internet? [1= muy limitado; 7=extenso ]","2014-01-01T00:00:00.000","2014","Suecia","SWE","6.18"
"AC-INES","Acceso de Internet en las escuelas","Encuesta","WEF","Se refiere a una encuesta: ¿Cómo considera el acceso que tienen las escuelas a Internet? [1= muy limitado; 7=extenso ]","2013-01-01T00:00:00.000","2013","Suecia","SWE","6.08"
"AC-INES","Acceso de Internet en las escuelas","Encuesta","WEF","Se refiere a una encuesta: ¿Cómo considera el acceso que tienen las escuelas a Internet? [1= muy limitado; 7=extenso ]","2012-01-01T00:00:00.000","2012","Suecia","SWE","6.08"
"AC-INES","Acceso de Internet en las escuelas","Encuesta","WEF","Se refiere a una encuesta: ¿Cómo considera el acceso que tienen las escuelas a Internet? [1= muy limitado; 7=extenso ]","2014-01-01T00:00:00.000","2014","Suiza","CHE","6.11"
"AC-INES","Acceso de Internet en las escuelas","Encuesta","WEF","Se refiere a una encuesta: ¿Cómo considera el acceso que tienen las escuelas a Internet? [1= muy limitado; 7=extenso ]","2013-01-01T00:00:00.000","2013","Suiza","CHE","6.2"
"AC-INES","Acceso de Internet en las escuelas","Encuesta","WEF","Se refiere a una encuesta: ¿Cómo considera el acceso que tienen las escuelas a Internet? [1= muy limitado; 7=extenso ]","2012-01-01T00:00:00.000","2012","Suiza","CHE","6.2"
"AC-INES","Acceso de Internet en las escuelas","Encuesta","WEF","Se refiere a una encuesta: ¿Cómo considera el acceso que tienen las escuelas a Internet? [1= muy limitado; 7=extenso ]","2014-01-01T00:00:00.000","2014","Surinam","SUR","2.58"
"AC-INES","Acceso de Internet en las escuelas","Encuesta","WEF","Se refiere a una encuesta: ¿Cómo considera el acceso que tienen las escuelas a Internet? [1= muy limitado; 7=extenso ]","2013-01-01T00:00:00.000","2013","Surinam","SUR","2.5499999999999998"
"AC-INES","Acceso de Internet en las escuelas","Encuesta","WEF","Se refiere a una encuesta: ¿Cómo considera el acceso que tienen las escuelas a Internet? [1= muy limitado; 7=extenso ]","2012-01-01T00:00:00.000","2012","Surinam","SUR","2.5499999999999998"
"AC-INES","Acceso de Internet en las escuelas","Encuesta","WEF","Se refiere a una encuesta: ¿Cómo considera el acceso que tienen las escuelas a Internet? [1= muy limitado; 7=extenso ]","2014-01-01T00:00:00.000","2014","Trinidad y Tobago","TTO","4.58"
"IDBA","IDBA","Valor 1-8","BID","Valor Final del Índice IDBA","2013-01-01T00:00:00.000","2013","Nueva Zelanda","NZL","6.5"
"AC-INES","Acceso de Internet en las escuelas","Encuesta","WEF","Se refiere a una encuesta: ¿Cómo considera el acceso que tienen las escuelas a Internet? [1= muy limitado; 7=extenso ]","2013-01-01T00:00:00.000","2013","Trinidad y Tobago","TTO","4.5"
"AC-INES","Acceso de Internet en las escuelas","Encuesta","WEF","Se refiere a una encuesta: ¿Cómo considera el acceso que tienen las escuelas a Internet? [1= muy limitado; 7=extenso ]","2012-01-01T00:00:00.000","2012","Trinidad y Tobago","TTO","4.5"
"AC-INES","Acceso de Internet en las escuelas","Encuesta","WEF","Se refiere a una encuesta: ¿Cómo considera el acceso que tienen las escuelas a Internet? [1= muy limitado; 7=extenso ]","2014-01-01T00:00:00.000","2014","Turquía","TUR","4.45"
"AC-INES","Acceso de Internet en las escuelas","Encuesta","WEF","Se refiere a una encuesta: ¿Cómo considera el acceso que tienen las escuelas a Internet? [1= muy limitado; 7=extenso ]","2013-01-01T00:00:00.000","2013","Turquía","TUR","4.25"
"AC-INES","Acceso de Internet en las escuelas","Encuesta","WEF","Se refiere a una encuesta: ¿Cómo considera el acceso que tienen las escuelas a Internet? [1= muy limitado; 7=extenso ]","2012-01-01T00:00:00.000","2012","Turquía","TUR","4.25"
"AC-INES","Acceso de Internet en las escuelas","Encuesta","WEF","Se refiere a una encuesta: ¿Cómo considera el acceso que tienen las escuelas a Internet? [1= muy limitado; 7=extenso ]","2014-01-01T00:00:00.000","2014","Uruguay","URY","5.94"
"AC-INES","Acceso de Internet en las escuelas","Encuesta","WEF","Se refiere a una encuesta: ¿Cómo considera el acceso que tienen las escuelas a Internet? [1= muy limitado; 7=extenso ]","2013-01-01T00:00:00.000","2013","Uruguay","URY","6"
